Geo Point;Geo Shape;code_insee;commune;pole;existant;hierarchisation;type_reseau;type_amenagement;longueur_m;annee_creation;annee_refection;num_rev
43.58649565933597, 1.3232270869396046;"{""coordinates"": [[[1.325058881600071, 43.58491941532586], [1.324210807680472, 43.585577920057595], [1.323666201898169, 43.58607071980005], [1.323028912431375, 43.58665540892218], [1.322955428194888, 43.586690704218036], [1.322849564864561, 43.58679288740021], [1.322233931641891, 43.58740425889021], [1.321510032216104, 43.58810548559972], [1.32145989351842, 43.588144774128615]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;2;RC;piste cyclable;462;0;0;
43.589736561841924, 1.3469652161335537;"{""coordinates"": [[[1.347043131868677, 43.5881110923054], [1.346893399060638, 43.58905687000259], [1.346878167891959, 43.58934814717555], [1.346939110950022, 43.589991109178584], [1.346922868040409, 43.590028813762935], [1.346923714449848, 43.590134788190724], [1.3469533337764, 43.59023249928944], [1.346976975369617, 43.59029893629116], [1.347075627483826, 43.59136446072916]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;2;RC;piste cyclable;364;0;0;
43.59053976542958, 1.3238333130652729;"{""coordinates"": [[[1.32408924720101, 43.58998870102556], [1.324104956446363, 43.59006074831438], [1.324091812553058, 43.590221476315214], [1.324033608248004, 43.59043005345736], [1.323997128430143, 43.590585840852434], [1.32387617989837, 43.59057908124436], [1.32384966921929, 43.590607229706336], [1.323825437738672, 43.59065431856527], [1.323771464557521, 43.59068978935063], [1.323702184206594, 43.59070714623148], [1.323611150028744, 43.59070254876606], [1.323568006006586, 43.59071351471163], [1.323370931410013, 43.59097383350397]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;2;RC;piste cyclable;142;0;0;
43.563937295447936, 1.518817395468627;"{""coordinates"": [[[1.519485046026918, 43.56515302108401], [1.51928832910336, 43.564885739500546], [1.519174943750482, 43.56470988936843], [1.519132828795108, 43.564649032086045], [1.51902522779263, 43.56448280200332], [1.519049790637176, 43.564391368756986], [1.518890109944143, 43.564201044978795], [1.518776482199346, 43.56398168480543], [1.518626105604591, 43.56370642227018], [1.51857597380947, 43.56363314494754], [1.518566135060528, 43.563550827466024], [1.518503763197649, 43.5634314704256], [1.518468638430718, 43.56337085914413], [1.518418780679221, 43.56331335374303], [1.518361308526624, 43.56323751192292], [1.518341345277424, 43.563200542543264], [1.518333204401606, 43.56315695324373], [1.518345387208429, 43.56311505779752], [1.51837931056782, 43.56307105198016], [1.518430563816582, 43.56304447188622], [1.518483642850275, 43.56302019637788], [1.518619939008425, 43.56290402094334], [1.518657538441394, 43.56274517257689]]], ""type"": ""MultiLineString""}";31506;Saint-Orens de Gameville;Est;oui;3;RC;piste cyclable;299;2004;0;
43.63622385361353, 1.2962089856634713;"{""coordinates"": [[[1.297474037068353, 43.63594918498934], [1.296919405171625, 43.63606584645519], [1.295595991059854, 43.63635740311277], [1.294945926606343, 43.63650754085566]]], ""type"": ""MultiLineString""}";31150;Cornebarrieu;Ouest;oui;5;IC;itineraire conseille;213;0;0;
43.67398773735173, 1.3813682803123342;"{""coordinates"": [[[1.38413864174481, 43.66890659334425], [1.383813547002781, 43.66910444203324], [1.383603368956424, 43.66936948550057], [1.382977044863509, 43.67039172004694], [1.383039409348696, 43.6708936963895], [1.383221796489239, 43.67310350724493], [1.383342083691206, 43.67357001661309], [1.383401914158545, 43.674149554163094], [1.383385281067779, 43.67445690848044], [1.383296178919228, 43.67464917046872], [1.382719035563638, 43.674791913782975], [1.382158954180175, 43.67492817349764], [1.381946234802151, 43.675106148187226], [1.381518673298636, 43.67526906593925], [1.380991818661527, 43.6753649163833], [1.380577481940495, 43.67535290954241], [1.380164879896416, 43.675557578820275], [1.37850480076112, 43.67616801014598], [1.378460488337764, 43.67624900360777], [1.378229131686566, 43.67661225565024], [1.378117209235233, 43.67676269185348], [1.377937619001697, 43.67690687724949], [1.377585793012837, 43.677060014237924], [1.376933092398414, 43.677360093092304], [1.376758433472, 43.6776035271306], [1.376629872622111, 43.67775209554566]]], ""type"": ""MultiLineString""}";31056;Beauzelle;Ouest;oui;4;RV;reseau vert;1337;0;0;
43.62787167382143, 1.2607275809339251;"{""coordinates"": [[[1.262211192425266, 43.631362175310024], [1.261315326142973, 43.630402790708416], [1.260618876173204, 43.62965533882626], [1.260175496231599, 43.62917710275908], [1.26014754705302, 43.62899328378327], [1.260281914130278, 43.6288374996179], [1.260768647038621, 43.6284996180895], [1.260839051829536, 43.62827888758038], [1.260835881214353, 43.62722484303315], [1.260818809582297, 43.62665415074974], [1.260685496844131, 43.62617318598605], [1.260340306575893, 43.62537986755752], [1.259779449049635, 43.62404992273136], [1.259719980525351, 43.623952850367324]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;4;RV;reseau vert;908;0;0;
43.644423931142676, 1.4725284034980004;"{""coordinates"": [[[1.473773381759311, 43.64436832909371], [1.473634049738643, 43.64435431788202], [1.473460695029853, 43.64437873062595], [1.473057426346206, 43.644368384720586], [1.472606004940061, 43.64434735517176], [1.472238622303625, 43.64437766770882], [1.471949260439493, 43.64442240499732], [1.471714684648055, 43.64448963445358], [1.471536612602611, 43.64460282253684], [1.471407181691009, 43.64479870244503]]], ""type"": ""MultiLineString""}";31561;L'Union;Nord;oui;2;RC;voie verte;211;0;0;
43.62825356819435, 1.4801155917037858;"{""coordinates"": [[[1.479994218797229, 43.628564911827425], [1.48005556324141, 43.628445580188426], [1.48013440539712, 43.62820987119984], [1.480217002762818, 43.62793432814966], [1.480217002762818, 43.62793432814966]]], ""type"": ""MultiLineString""}";31044;Balma;Est;non;2;RC;voie verte;72;0;0;
43.569712409094, 1.5363923635007393;"{""coordinates"": [[[1.537843994936515, 43.57142699531281], [1.537618390868568, 43.571216623065204], [1.537509837711967, 43.570966080407395], [1.537361211140665, 43.570791891714535], [1.535558135059763, 43.56891434258038], [1.535390251102827, 43.568528083187445], [1.535253855803842, 43.56783093798972]]], ""type"": ""MultiLineString""}";31506;Saint-Orens de Gameville;Est;oui;4;RV;reseau vert;459;0;0;
43.679644131287866, 1.4349708253098683;"{""coordinates"": [[[1.433958919055775, 43.68054599070583], [1.434130549979933, 43.680270300548955], [1.434428844203821, 43.68003478595514], [1.434876193868727, 43.6796759769018], [1.435736386809235, 43.67908486394745], [1.435985399334487, 43.67891086233164], [1.43607903522632, 43.67883875318895]]], ""type"": ""MultiLineString""}";31186;Fonbeauzard;Nord;oui;4;RV;reseau vert;257;0;0;
43.69696266286252, 1.3586965407044689;"{""coordinates"": [[[1.358874723707737, 43.69619525977093], [1.358845097060472, 43.69625001975472], [1.358737218426163, 43.6963222581607], [1.358628827475464, 43.69641120631362], [1.358551888135777, 43.69649096433551], [1.358466408395717, 43.69661417012012], [1.35843355580259, 43.69670944642501], [1.358428650368931, 43.696769958155826], [1.358439464830063, 43.69682587299887], [1.35844287221435, 43.696936599904106], [1.358467611344183, 43.69701818123609], [1.358527295228809, 43.697116148729634], [1.358605238887244, 43.69721427244492], [1.358836311946801, 43.697357239196485], [1.359061697410393, 43.69752853941887], [1.359109828850045, 43.697615999293845], [1.359153885138178, 43.697712884312374]]], ""type"": ""MultiLineString""}";31541;Seilh;Ouest;oui;4;RV;reseau vert;200;2004;0;
43.66449974729596, 1.4784971135112077;"{""coordinates"": [[[1.48232289458011, 43.661756734647746], [1.482279789880783, 43.6617797583068], [1.482071479811722, 43.661958257439515], [1.481959413679547, 43.662180733818346], [1.481820700099036, 43.6622203720389], [1.481685289279308, 43.66230166285941], [1.481562477926533, 43.66241427147464], [1.481457631680006, 43.662546884308234], [1.481370254191217, 43.662748313179414], [1.481141103898233, 43.662990118826606], [1.481065532334891, 43.66307943027703], [1.48093234421419, 43.663279949557214], [1.480695787049272, 43.66341724195385], [1.480387134724043, 43.66376497751698], [1.480243589992434, 43.66386891170708], [1.4800583713188, 43.66396969310724], [1.479731928657458, 43.6640135855012], [1.479404714485875, 43.664201282279286], [1.479121760397871, 43.664302270326544], [1.478402774254718, 43.66463459449852], [1.478165356265014, 43.664742831564105], [1.478056736032729, 43.6649536558018], [1.477841931101285, 43.6650267718537], [1.477673756666436, 43.66512105634942], [1.477303303760785, 43.66532355756171], [1.47696411034335, 43.66551067400192], [1.476522304580498, 43.66566231882993], [1.476330448622866, 43.66566894781664], [1.476238221841546, 43.66570527925256], [1.475881624990842, 43.66590627505034], [1.475447585444396, 43.66603325699186], [1.475140538338122, 43.66626745488194], [1.475039269507322, 43.66633007472744], [1.47491222593266, 43.666373578242464], [1.474723898606202, 43.66641850634939], [1.474565023357889, 43.66649961109183], [1.474277384470157, 43.66674246872016]]], ""type"": ""MultiLineString""}";31561;L'Union;Nord;oui;3;RC;voie verte;886;0;0;
43.618983964788534, 1.260237846212378;"{""coordinates"": [[[1.263076412504558, 43.61936062026166], [1.262733149004945, 43.61935478059211], [1.262357244613234, 43.619328508409694], [1.26188418005049, 43.61927292732861], [1.261387519246579, 43.61922658093414], [1.260993494665767, 43.619193508469614], [1.260400888945785, 43.61912353927042], [1.259824992952808, 43.61906602435444], [1.25940660732571, 43.61893999253905], [1.258899194615136, 43.6187676951259], [1.258438274363224, 43.61854474620296], [1.258002199279513, 43.61838920737761], [1.257458616498149, 43.61834734592227]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;4;RV;reseau vert;473;2013;0;
43.610434422060514, 1.3121325045946004;"{""coordinates"": [[[1.311619797243523, 43.612283988436836], [1.311608362535931, 43.61223914335117], [1.311570451406238, 43.61210108039881], [1.311526135472001, 43.612033302588294], [1.311454934947864, 43.61192872197685], [1.311442540675123, 43.61174032722037], [1.311468132321194, 43.61161472044459], [1.311536423158335, 43.611505585482064], [1.311549714934743, 43.61133729236108], [1.311448506900719, 43.61108848569677], [1.311384565818788, 43.610869348486794], [1.311413787624444, 43.610759858955525], [1.311494879903679, 43.610663140117], [1.311829909589345, 43.61041260404454], [1.312318636647498, 43.61008398252569], [1.31266885824935, 43.609859128812374], [1.313019968511029, 43.60958320265933], [1.313059542873357, 43.6094993267494], [1.313070594899399, 43.609261282755284], [1.313119885596961, 43.609095259407475], [1.313058121647434, 43.60884965832582], [1.313064007078927, 43.60876044017182], [1.313149389827226, 43.608716743314965]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;4;RV;reseau vert;461;0;0;
43.572028593727715, 1.332190206617555;"{""coordinates"": [[[1.330506519211289, 43.57398418459055], [1.330172597117152, 43.573897337204514], [1.33102666096608, 43.57323378570696], [1.331729822531258, 43.57258813764816], [1.332019388669187, 43.57231537998746], [1.332124321925176, 43.5722661666231], [1.33222718573341, 43.572262349017386], [1.332321297483905, 43.57216005429915], [1.332326125602943, 43.57210522024362], [1.332302453139594, 43.57204256557058], [1.332440530219918, 43.57187916140804], [1.332602371352233, 43.571850321041715], [1.332843932772924, 43.57156956552444], [1.332835206831913, 43.57146919834277], [1.332854544049929, 43.571402193148025], [1.333187957637654, 43.570997362200515], [1.333655762698336, 43.57033826145994], [1.333767665519843, 43.570184085845995], [1.333872658652406, 43.57002356080779], [1.333938357903548, 43.56994315105648], [1.334019962349602, 43.56990922642883], [1.334175374708824, 43.56984803279886], [1.334236554733661, 43.5697998305384]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;2;RC;piste cyclable;608;0;0;
43.63091656632966, 1.382415225354858;"{""coordinates"": [[[1.381262141189125, 43.6326577043621], [1.381302704822479, 43.632564379078396], [1.381344976196394, 43.63236510162438], [1.381401278796219, 43.632265286213595], [1.38155435742584, 43.63197895081668], [1.381742841474262, 43.631677775986084], [1.381877585693048, 43.63155969923428], [1.381975457280462, 43.6314668550607], [1.382042797092708, 43.63141065547093], [1.382151266264758, 43.631306547994065], [1.382139052032272, 43.63125630044939], [1.382194025904255, 43.63115836375855], [1.382259787312982, 43.63103686746264], [1.382299198096672, 43.63101543854418], [1.382364262986021, 43.63101976959761], [1.382731511650061, 43.63110612380948], [1.382778930713516, 43.63099204074766], [1.382719967137261, 43.63093193725347], [1.382679799441898, 43.63083698548908], [1.38267671807694, 43.63070355404069], [1.382716128781933, 43.630520335890886], [1.382741227958886, 43.630416471670124], [1.382775888726072, 43.630366618644196], [1.382909857523134, 43.63021541907656], [1.382940791833619, 43.63015417988619], [1.382965814366936, 43.630055993244696], [1.383014609331367, 43.6299362433907], [1.383049736648549, 43.62985801047374], [1.383092278912762, 43.62980349268563], [1.383175683045759, 43.62971904249761], [1.383264480402451, 43.629623283229776], [1.383290815933362, 43.62952416061236], [1.383321711472715, 43.62946576012628], [1.383361322781398, 43.629432032791875], [1.383424693196576, 43.62937863607221], [1.383485826725289, 43.62922114583003], [1.383531180291595, 43.629154510350844]]], ""type"": ""MultiLineString""}";31069;Blagnac;Ouest;oui;2;RC;voie verte;477;2013;0;
43.68875257302376, 1.4417933830478264;"{""coordinates"": [[[1.442138242180733, 43.68849179813108], [1.44144852391492, 43.689013347916436]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;oui;3;RC;piste cyclable;80;0;0;
43.67715143883549, 1.4525979163544798;"{""coordinates"": [[[1.452044418946016, 43.67733711021518], [1.45221911896485, 43.677247645185425], [1.453163983010856, 43.67699861194467]]], ""type"": ""MultiLineString""}";31282;Launaguet;Nord;oui;3;RC;piste cyclable;98;0;0;
43.62148459170887, 1.2617744964068778;"{""coordinates"": [[[1.262918524678801, 43.619692422303174], [1.26276487782935, 43.61990958111193], [1.262625948585149, 43.620094639455075], [1.26249319787568, 43.62031379539436], [1.262161205608303, 43.62059733091681], [1.262044934653542, 43.620698541488494], [1.261988067328518, 43.620817740987405], [1.261783157533029, 43.62110067389947], [1.261629906857431, 43.621276687725334], [1.261383418591524, 43.621697891687], [1.261205848679636, 43.622880787220666], [1.261195769200207, 43.623223199902895], [1.261373916280407, 43.62345669820974]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;4;RV;reseau vert;457;0;0;
43.622191387566275, 1.2697857714779992;"{""coordinates"": [[[1.27105150168942, 43.62115288447667], [1.270990986413083, 43.621265859555585], [1.27084793359446, 43.621626520101735], [1.270681787200501, 43.62181418575207], [1.270310953211653, 43.62201411724686], [1.269840855376985, 43.6221553972218], [1.269646972658866, 43.62221885446837], [1.269195242695649, 43.622207028473674], [1.269097155884739, 43.62222975750343], [1.26896673410832, 43.62253129718352], [1.268712679491323, 43.62333786027747]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;4;RV;reseau vert;347;2014;0;
43.573167178871785, 1.4417240353895364;"{""coordinates"": [[[1.443165877679899, 43.57544898588755], [1.442497088896002, 43.57500659457537], [1.442186527732553, 43.57480166928027], [1.441873345385652, 43.57459861447675], [1.441693417628912, 43.5744477032426], [1.441602462360695, 43.57435142678035], [1.441523925648491, 43.574294982547805], [1.441436669358227, 43.57421292569524], [1.441337357879289, 43.574153480536516], [1.441264080527847, 43.57409329543196], [1.441197563965446, 43.57401613284776], [1.441143714966454, 43.57396272395988], [1.44107783416302, 43.57393003298502], [1.441040503993926, 43.57390230046544], [1.441033321580498, 43.57386061402393], [1.441040604260888, 43.57380863490936], [1.441060559775423, 43.57369336490646], [1.441093394923967, 43.57358576592472], [1.441141960119885, 43.57347166874357], [1.44127166467142, 43.57332604497376], [1.44136107196841, 43.57317821017017], [1.441410193436281, 43.57302627226056], [1.441450670647648, 43.57275600108674], [1.441470511107118, 43.57256125576255], [1.441441922724467, 43.57238410329216], [1.441436324796387, 43.572323506065636], [1.441415073823288, 43.5721785805212], [1.441457208722433, 43.57205875548674], [1.441489418926808, 43.57190668478703], [1.441509147064505, 43.571805604856564], [1.441483811498277, 43.571585903797654], [1.441506530978874, 43.57145930083052], [1.441542599494302, 43.571396195820945], [1.441607680893969, 43.57130872179823], [1.441645563621542, 43.571124525746704], [1.441667373839545, 43.57097142523367], [1.441723692200375, 43.57077413076368], [1.441822007727914, 43.570551621450804], [1.441851647580666, 43.57048373394672], [1.441920650442168, 43.570394398705126], [1.441963478572084, 43.57031526131127]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;4;RV;reseau vert;656;0;0;
